what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1356270165749
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1356270165749
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1356270165750
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1356270165750
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1356270165750
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1356270165751
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1356270165751
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1356270165751
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1356270165752
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1356270165752
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1356270165752
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1356270165753
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1356270165753
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1356270165754
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1356270165754
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1356270165754
started,bundle,org.eclipse.help.base,3.5.3.v201102101200,"org.eclipse.help.base",1356270165754
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1356270165755
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1356270165755
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1356270165757
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1356270165758
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1356270165758
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1356270165759
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1356270165759
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1356270165759
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1356270165759
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1356270165760
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1356270165760
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1356270165761
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1356270165761
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1356270165762
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1356270165762
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1356270165763
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1356270165763
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1356270165764
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1356270165764
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1356270165765
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1356270165765
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1356270165766
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1356270165767
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1356270165767
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1356270165767
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1356270165768
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1356270165768
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1356270165768
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1356270165769
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1356270165770
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1356270165770
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1356270165770
started,bundle,com.ibm.ccl.help.preferenceharvester,1.0.6.v20110526_1632,"com.ibm.ccl.help.preferenceharvester",1356270165770
started,bundle,com.ibm.team.apt.common,3.0.4.v20120601_2022,"com.ibm.team.apt.common",1356270165771
started,bundle,com.ibm.team.build.ui,3.0.2.v20110831_0247,"com.ibm.team.build.ui",1356270165771
started,bundle,com.ibm.team.collaboration.rcp.core,1.1.1.v20110524_1821,"com.ibm.team.collaboration.rcp.core",1356270165772
started,bundle,com.ibm.team.collaboration.rcp.ui,1.1.1.v20110524_1821,"com.ibm.team.collaboration.rcp.ui",1356270165772
started,bundle,com.ibm.team.feed.core,1.1.1.v20110524_1821,"com.ibm.team.feed.core",1356270165773
started,bundle,com.ibm.team.feed.ui,1.1.1.v20110524_1821,"com.ibm.team.feed.ui",1356270165773
started,bundle,com.ibm.team.filesystem.cli.client,3.0.4.v20120620_0044,"com.ibm.team.filesystem.cli.client",1356270165773
started,bundle,com.ibm.team.filesystem.cli.core,3.0.3.v20120308_1209,"com.ibm.team.filesystem.cli.core",1356270165774
started,bundle,com.ibm.team.filesystem.client,3.0.5.v20120531_0151,"com.ibm.team.filesystem.client",1356270165774
started,bundle,com.ibm.team.filesystem.common,3.0.3.v20111205_1633,"com.ibm.team.filesystem.common",1356270165774
started,bundle,com.ibm.team.filesystem.ide.ui,3.0.5.v20120531_0151,"com.ibm.team.filesystem.ide.ui",1356270165775
started,bundle,com.ibm.team.filesystem.rcp.core,3.0.5.v20120531_0151,"com.ibm.team.filesystem.rcp.core",1356270165775
started,bundle,com.ibm.team.filesystem.rcp.ui,3.0.3.v20120308_1209,"com.ibm.team.filesystem.rcp.ui",1356270165776
started,bundle,com.ibm.team.filesystem.rcp.ui.workitems,3.0.2.v20110831_0247,"com.ibm.team.filesystem.rcp.ui.workitems",1356270165776
started,bundle,com.ibm.team.foundation.common,1.1.1.v20110524_1821,"com.ibm.team.foundation.common",1356270165776
started,bundle,com.ibm.team.foundation.rcp.core,1.1.2.v20110922_1848,"com.ibm.team.foundation.rcp.core",1356270165777
started,bundle,com.ibm.team.foundation.rcp.ui,1.1.1.v20110524_1821,"com.ibm.team.foundation.rcp.ui",1356270165777
started,bundle,com.ibm.team.fulltext.client,1.1.1.v20110524_1821,"com.ibm.team.fulltext.client",1356270165777
started,bundle,com.ibm.team.fulltext.common,1.1.1.v20110524_1821,"com.ibm.team.fulltext.common",1356270165778
started,bundle,com.ibm.team.fulltext.ide.ui,1.1.1.v20110524_1821,"com.ibm.team.fulltext.ide.ui",1356270165778
started,bundle,com.ibm.team.interop.common,3.0.2.v20110819_0209,"com.ibm.team.interop.common",1356270165778
started,bundle,com.ibm.team.javalogging.ui,1.1.1.v20110524_1821,"com.ibm.team.javalogging.ui",1356270165779
started,bundle,com.ibm.team.jface,1.1.1.v20110524_1821,"com.ibm.team.jface",1356270165779
started,bundle,com.ibm.team.log4j.ui,1.1.1.v20110524_1821,"com.ibm.team.log4j.ui",1356270165779
started,bundle,com.ibm.team.metronome,3.0.2.v20110831_0247,"com.ibm.team.metronome",1356270165780
started,bundle,com.ibm.team.process.common,1.2.100.v20120701_2316,"com.ibm.team.process.common",1356270165780
started,bundle,com.ibm.team.process.rcp.ui,1.2.2.v20110922_1848,"com.ibm.team.process.rcp.ui",1356270165781
started,bundle,com.ibm.team.repository.client,1.2.100.v20120711_1525,"com.ibm.team.repository.client",1356270165781
started,bundle,com.ibm.team.repository.common,1.3.100.v20120711_1525,"com.ibm.team.repository.common",1356270165782
started,bundle,com.ibm.team.repository.common.remoteaccess,1.1.100.v20120315_0042,"com.ibm.team.repository.common.remoteaccess",1356270165782
started,bundle,com.ibm.team.repository.common.serialize,1.1.1.v20110524_1821,"com.ibm.team.repository.common.serialize",1356270165783
started,bundle,com.ibm.team.repository.rcp.common,3.0.2.v20110915_0224,"com.ibm.team.repository.rcp.common",1356270165783
started,bundle,com.ibm.team.repository.rcp.core,3.0.2.v20110915_0224,"com.ibm.team.repository.rcp.core",1356270165783
started,bundle,com.ibm.team.repository.rcp.ui,3.0.2.v20110915_0224,"com.ibm.team.repository.rcp.ui",1356270165783
started,bundle,com.ibm.team.scm.common,3.0.3.v20111123_0653,"com.ibm.team.scm.common",1356270165784
started,bundle,com.ibm.team.workitem.client,3.0.3.v20120606_2321,"com.ibm.team.workitem.client",1356270165784
started,bundle,com.ibm.team.workitem.common,3.0.4.v20120615_0241,"com.ibm.team.workitem.common",1356270165785
started,bundle,com.ibm.team.workitem.rcp.core,3.0.4.v20120601_2022,"com.ibm.team.workitem.rcp.core",1356270165785
started,bundle,com.ibm.team.workitem.rcp.ui,3.0.3.v20120613_2333,"com.ibm.team.workitem.rcp.ui",1356270165792
started,bundle,com.ibm.teamz.fileagent,1.2.1.v20120517_0216,"com.ibm.teamz.fileagent",1356270165793
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1356270165793
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1356270165794
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1356270165795
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1356270165796
os,sysinfo,,,"macosx",1356270165798
arch,sysinfo,,,"x86_64",1356270165798
ws,sysinfo,,,"cocoa",1356270165798
locale,sysinfo,,,"en_US",1356270165798
processors,sysinfo,,,"8",1356270165798
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1356270165798
java.runtime.version,sysinfo,,,"1.6.0_35-b10-428-11M3811",1356270165798
java.specification.name,sysinfo,,,"Java Platform API Specification",1356270165798
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1356270165798
java.specification.version,sysinfo,,,"1.6",1356270165798
java.vendor,sysinfo,,,"Apple Inc.",1356270165798
java.version,sysinfo,,,"1.6.0_35",1356270165798
java.vm.info,sysinfo,,,"mixed mode",1356270165798
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1356270165798
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1356270165798
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1356270165798
java.vm.specification.version,sysinfo,,,"1.0",1356270165798
java.vm.vendor,sysinfo,,,"Apple Inc.",1356270165798
java.vm.version,sysinfo,,,"20.10-b01-428",1356270165798
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1356270167766
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1356270167789
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1356270167805
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1356270172178
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1356270172179
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1356270172183
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356270173173
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1356270221008
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356270221189
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1356270227929
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1356270231047
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1356270231051
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1356270233034
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356270233079
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356270233157
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356270236477
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1356270236508
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356270239742
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356270239791
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356270242008
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1356270242035
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1356270242035
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356270246312
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1356270299486
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356270299721
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1356270318669
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1356270319779
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356270320787
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1356270326247
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1356270326284
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1356270326290
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1356271735348
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356271736810
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356271746078
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356271784511
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.copy.qualified.name",1356271801465
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1356271804423
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356271807648
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1356271814494
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1356271887397
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1356271889766
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1356271892621
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356271959387
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356271960387
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1356271961065
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356271961223
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356271981650
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356271982382
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356271986659
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356271988054
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356271991396
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272006909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272007912
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272010025
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272017822
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272030057
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272048731
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272064427
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272065467
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272067578
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272076093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272079138
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272080200
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272083612
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1356272083816
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.VariableView",1356272083885
activated,perspective,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugPerspective",1356272083921
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1356272083936
opened,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.BreakpointView",1356272084623
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1356272085485
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1356272100151
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1356272100274
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepInto",1356272103947
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272107441
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272110499
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272112347
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272113681
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272114532
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1356272120349
activated,view,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.DebugView",1356272125778
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272125902
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272127934
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272129182
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272130815
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272131821
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272132673
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272133875
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272134835
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272147703
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272149882
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272151418
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272151493
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272152480
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272152612
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272154451
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272155318
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272156639
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272158326
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.StepOver",1356272159857
opened,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1356272160113
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1356272160139
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.Resume",1356272167935
closed,editor,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1356272168316
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272198350
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272222786
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272223809
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272234284
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272237048
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272246847
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272247828
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272248571
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272272156
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272285390
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356272286403
